date,open,high,low,close,volume,openint,SMA_20,daily_return,volatility_20,OBV,Volume_SMA_20,Volume_Spike,Stoch_K,Stoch_D,ROC_10,log_return,target
2004-09-16,56.17,57.9,55.825,56.985,9275600,0,52.64025,0.01758928571428564,2.117992144386803,98809000.0,11274400.0,0,89.14590747330962,90.21871933162492,13.6857855361596,0.017436384572549278,1
2004-09-17,57.21,58.745,56.775,58.745,9482000,0,53.069,0.03088532069842942,2.435712691552408,108291000.0,9513310.0,0,100.0,91.52040386454989,15.742291399862074,0.03041796771183734,0
2004-09-20,58.475,60.8,58.385,59.68,10639400,0,53.34525,0.015916248191335525,2.8443931343313955,118930400.0,8902420.0,0,90.11473962930275,93.08688236753746,19.348065193480647,0.015790912875969586,0
2004-09-21,59.905,60.21,58.755,58.92,7236000,0,53.55625,-0.012734584450402098,3.095607616148709,111694400.0,8350500.0,0,83.4068843777582,91.17387466902032,16.007088009450676,-0.012816364301075842,1
2004-09-22,58.7,59.835,58.405,59.19,7588800,0,53.89399999999999,0.0045824847250508505,3.3267130925284185,119283200.0,7966810.0,0,85.78993821712268,86.4371874080612,15.718475073313787,0.004572017108204083,1
2004-09-23,59.42,61.315,58.51,60.41,8544200,0,54.2645,0.020611589795573648,3.6214782893177735,127827400.0,7934130.0,0,92.23509223509222,87.14397160999106,18.092073111132812,0.020402045448016284,1
2004-09-24,60.47,62.05,59.88,59.915,9132600,0,54.5625,-0.008194007614633292,3.833668539882418,118694800.0,8035660.0,0,82.56431196406699,86.86311413876064,13.766258425899558,-0.008227763016169903,1
2004-09-27,59.78,60.44,58.9,59.13,7073200,0,54.86525,-0.013101894350329601,3.947414368592231,111621600.0,8078420.0,0,75.25423728813563,83.35121382909828,10.009302325581393,-0.013188481301741372,1
2004-09-28,60.65,63.7,60.105,63.43,16946000,0,55.48649999999999,0.07272112294943334,4.272272321548997,128567600.0,8665620.0,1,97.95454545454542,85.25769823558268,13.785989774867712,0.07019852581306714,1
2004-09-29,63.35,67.51,63.115,65.54,30547000,0,56.20425,0.033265016553681415,4.6963623310746385,159114600.0,9946830.0,1,88.31553973902729,87.17477416056944,17.03571428571429,0.03272370762486295,1
2004-09-30,64.95,66.15,64.5,64.8,13771800,0,56.938,-0.011290814769606472,4.840739504184086,145342800.0,10178050.0,0,81.02240896358539,89.09749805238603,13.71413529876282,-0.011355039912439654,1
2004-10-01,65.4,67.12,64.45,66.29,15140000,0,57.71475,0.022993827160493918,5.038723855511953,160482800.0,10178360.0,0,91.35671271696776,86.89822047319348,12.843646267767483,0.02273345289507126,0
