date,open,high,low,close,volume,openint,SMA_20,daily_return,volatility_20,OBV,Volume_SMA_20,Volume_Spike,Stoch_K,Stoch_D,ROC_10,log_return,target
1962-01-29,5.9951,6.0373,5.8952,5.8952,700585,0,6.1624099999999995,-0.016663608613701197,0.12329903273620724,-431123.0,440111.45,1,0.0,0.9561849431129712,-6.115428717034021,-0.01680400843684525,0
1962-01-30,5.8952,5.9285,5.8201,5.8201,889207,0,6.136525,-0.01273917763604282,0.13800537699288204,-1320330.0,461219.0,1,0.0,0.0,-6.320821529745036,-0.012821016744332898,1
1962-01-31,5.8784,6.0036,5.8784,6.0036,916151,0,6.11689,0.03152866789230413,0.12656172573512417,-404179.0,489511.85,1,38.54232304137779,12.847441013792597,-1.781595092024546,0.031041845573702962,0
1962-02-01,6.0703,6.1621,6.0703,6.1457,772443,0,6.1077,0.023669131854220815,0.1165913736991412,368264.0,512415.75,1,68.38899390884265,35.64377231674015,0.2708391117782316,0.02339336098131398,0
1962-02-02,6.1457,6.1875,6.1208,6.1875,610767,0,6.10687,0.006801503490245331,0.11592618386397147,979031.0,520948.5,0,81.51763922786769,62.81631872602937,0.8163065793332702,0.006778477613472226,0
1962-02-05,6.1875,6.1875,6.0703,6.104,377238,0,6.1077200000000005,-0.013494949494949449,0.11583511239325514,601793.0,507026.6,0,75.5656108597285,75.1574146654796,-0.2744739249771255,-0.01358683391265276,0
1962-02-06,6.104,6.1208,6.087,6.1125,314365,0,6.10524,0.0013925294888597062,0.11513844024066329,916158.0,493104.55,0,77.82805429864244,78.3037681287462,0.8264053840063346,0.0013915608188344738,0
1962-02-07,6.1208,6.1542,6.1208,6.1208,305383,0,6.1027450000000005,0.0013578732106340752,0.1141819760640658,1221541.0,490410.0,0,80.03726377428796,77.81030964421963,0.41341295360588504,0.0013569521345147728,0
1962-02-08,6.1208,6.1542,6.1208,6.1208,26945,0,6.096905,0.0,0.10982544751127947,1221541.0,472446.25,0,80.03726377428796,79.30086061573945,1.5276925373629568,0.0,0
1962-02-09,6.1208,6.1707,6.0956,6.1707,520952,0,6.092725,0.008152529081165927,0.10500476618255389,1742493.0,471997.2,0,95.42732716385413,85.16728490414336,2.9290587312972294,0.008119476734585176,0
1962-02-12,6.1707,6.2209,6.1621,6.1707,341313,0,6.0873,0.0,0.09739031076846982,1742493.0,473793.7,0,87.47504990019955,87.6465469461139,4.673293526937172,0.0,0
1962-02-13,6.1707,6.1793,6.0703,6.0703,314365,0,6.080175,-0.0162704393342733,0.09283148782379363,1428128.0,474242.8,0,62.425149700598645,81.77584225488411,4.29889520798612,-0.016404256426239296,0
1962-02-14,6.0703,6.0956,6.0538,6.0624,251493,0,6.0776699999999995,-0.0013014183812990465,0.09258895068783254,1176635.0,461668.25,0,60.454091816367274,70.11809713905517,0.979412352588449,-0.0013022659616515459,0
1962-02-15,6.0624,6.0624,6.0373,6.0373,278438,0,6.07308,-0.004140274478754313,0.09217971348918147,898197.0,453135.5,0,54.19161676646704,59.023619427810985,-1.763834876417647,-0.004148869146191905,0
1962-02-16,6.0373,6.0624,6.0373,6.0373,269454,0,6.068075,0.0,0.09121606434579972,898197.0,442357.15,0,54.19161676646704,56.279108449767115,-2.427474747474745,0.0,0
1962-02-19,6.0373,6.0624,5.9622,5.9703,341313,0,6.06055,-0.011097676113494437,0.09283107181723751,556884.0,442806.35,0,26.83211678832111,45.07178344041839,-2.1903669724770647,-0.011159714737767373,0
1962-02-20,5.9787,6.0036,5.9787,5.9787,350294,0,6.056365,0.00140696447414701,0.09461285811692256,907178.0,437866.4,0,6.378044066486171,29.133925873758113,-2.188957055214724,0.001405975627037756,0
1962-02-21,5.9787,6.0208,5.9285,5.9285,440112,0,6.04801,-0.008396474149898858,0.09827304015371134,467066.0,435171.95,0,0.0,11.070053618269093,-3.141746176970339,-0.008431923109289701,0
1962-02-23,5.937,5.9622,5.937,5.9537,350294,0,6.0442599999999995,0.004250653622333012,0.1004554019924963,817360.0,433375.65,0,8.61833105335182,4.998791706612664,-2.7300352895046287,0.0042416451132369064,0
1962-02-26,5.9537,5.9537,5.9201,5.9285,359274,0,6.04093,-0.004232662042091606,0.10323615288821188,458086.0,436519.3,0,2.7925531914893433,3.8036280816137213,-3.925000405140433,-0.004241645113236829,0
1962-02-27,5.9285,5.9787,5.8952,5.937,422149,0,6.04302,0.001433752213882089,0.10051792508382892,880235.0,422597.5,0,12.833896223518648,8.08159348945327,-3.7872526617725666,0.0014327253725501935,0
1962-02-28,5.937,5.9537,5.9119,5.9537,323350,0,6.0497,0.002812868452080286,0.0886642098327362,1203585.0,394304.65,0,17.961314092723484,11.195921169243826,-1.9208276361958876,0.0028089197406866067,0
1962-03-01,5.9703,6.0208,5.9703,6.0208,341313,0,6.05056,0.011270302500965723,0.08827609439766562,1544898.0,365562.75,0,38.56309487258221,23.11943506294145,-0.6861968857218237,0.011207265827810833,0
1962-03-02,6.0703,6.104,6.0703,6.0703,296401,0,6.04679,0.008221498804145577,0.08556760884944051,1841299.0,341760.65,0,53.76112987411711,36.7618462798076,0.5466019578288295,0.008187886386815106,0
1962-03-05,6.0703,6.0703,6.0287,6.0538,431133,0,6.040105,-0.002718152315371536,0.07896386565352352,1410166.0,332778.95,0,55.82541358676526,49.38321277782152,0.27330097891440364,-0.0027218531992750355,0
1962-03-06,6.0538,6.079,6.0373,6.0538,224544,0,6.037595,0.0,0.0776122377423095,1410166.0,325144.25,0,75.95785440613017,61.848132622337516,1.3985896856104407,0.0,0
1962-03-07,6.0538,6.079,6.0373,6.079,152692,0,6.03592,0.00416267468366982,0.07626029939069377,1562858.0,317060.6,0,88.02681992337148,73.27002930542231,1.6776222255674211,0.004154034722009647,0
1962-03-08,6.079,6.087,6.0373,6.087,224544,0,6.034229999999999,0.0013160059220267417,0.07463753183147936,1787402.0,313018.65,0,91.85823754789256,85.28097062579808,2.6735261870624916,0.0013151407452020355,0
1962-03-09,6.0956,6.1291,6.0956,6.1291,350294,0,6.034644999999999,0.0069163791687203435,0.07516542090616107,2137696.0,329186.1,0,100.0,93.295019157088,2.946067151519216,0.0068925707340517,0
1962-03-12,6.1291,6.1457,6.104,6.1208,341313,0,6.03215,-0.001354195558891269,0.07113152754248066,1796383.0,320204.15,0,90.05988023952106,93.97270592913787,3.243653537994451,-0.0013551133103339831,0
1962-03-13,6.1208,6.1208,6.0956,6.1208,152692,0,6.029655,0.0,0.06675659222326685,1796383.0,310773.1,0,90.05988023952106,93.37325349301405,3.095839649654697,0.0,0
1962-03-14,6.1208,6.1374,6.0956,6.104,242514,0,6.03134,-0.0027447392497712553,0.06824521884159516,1553869.0,307180.55,0,83.35329341317377,87.8243512974053,2.5244805751045485,-0.00274851295334916,0
1962-03-15,6.104,6.1374,6.0956,6.0956,296401,0,6.0329999999999995,-0.0013761467889907841,0.06943391405540235,1257468.0,309425.95,0,80.00000000000014,84.47105788423166,1.242359819293104,-0.001377094548587213,0
1962-03-16,6.0956,6.1208,6.0956,6.1208,197602,0,6.0371749999999995,0.00413412953605885,0.07216284125431241,1455070.0,305384.15,0,90.05988023952106,84.47105788423166,0.831919345007659,0.0041256075019364844,0
1962-03-19,6.1374,6.1621,6.1374,6.1374,449093,0,6.04218,0.0027120637825122085,0.07556317398811566,1904163.0,314366.1,0,90.12789768185479,86.72925930712533,1.3809508077571309,0.002708392773374711,0
1962-03-20,6.1291,6.1291,6.104,6.104,197602,0,6.048865,-0.0054420438622218015,0.07477941790429757,1706561.0,307180.55,0,69.70802919708046,83.29860237281878,0.8292312266675594,-0.0054569057267237825,0
1962-03-21,6.104,6.1208,6.087,6.104,314365,0,6.05513,0.0,0.07383445280526513,1706561.0,305384.1,0,56.44677661169444,72.09423449687657,0.4112518506333318,0.0,0
1962-03-22,6.087,6.087,6.0373,6.0373,287417,0,6.06057,-0.010927260812581885,0.06777279457282837,1419144.0,297749.35,0,6.446776611694443,44.200527473489785,-0.8164941678987958,-0.010987401846148432,0
1962-03-23,6.0454,6.0703,6.0454,6.0624,224544,0,6.066005,0.004157487618637434,0.06293741649239416,1643688.0,291461.85,0,20.112179487179656,27.668577570189512,-1.0882511298559328,0.0041488691461918446,0
1962-03-26,6.0624,6.087,6.0538,6.0624,161673,0,6.0727,0.0,0.054032232095882975,1643688.0,281581.8,0,20.112179487179656,15.55704519535125,-0.9541236439681078,0.0,0
1962-03-27,6.0454,6.0454,5.937,5.9454,422149,0,6.07312,-0.019299287410926347,0.05294358069532427,1221539.0,281581.8,0,3.7316748111950173,14.652011261851442,-2.865638478630239,-0.019487949971427672,0
1962-03-28,5.9537,5.9951,5.9537,5.9787,395202,0,6.07437,0.005600968816227514,0.050199697000555425,1616741.0,285174.4,0,18.525099955575183,14.122984751316617,-2.0527522935779863,0.0055853417145060496,-1
1962-03-29,5.9787,6.0036,5.9622,5.9622,278438,0,6.07144,-0.0027597972803451443,0.05497408384627308,1338303.0,282030.65,0,11.195024433585052,11.15059973345175,-2.188463809961283,-0.00276361254204211,-1
1962-03-30,5.9537,5.9537,5.8784,5.9037,529933,0,6.06311,-0.009811814430914834,0.06655764339831388,808370.0,293707.25,1,8.917870990482795,12.879331793214343,-3.546921970984185,-0.009860267484219037,0
1962-04-02,5.9037,5.9037,5.8282,5.8282,449093,0,6.05183,-0.01278859020614187,0.08482791931161097,359277.0,294605.25,1,0.0,6.704298474689282,-5.0379639586795815,-0.012871068164965301,0
1962-04-03,5.8201,5.8201,5.6195,5.6781,1095790,0,6.0330449999999995,-0.025754092172540433,0.11906045556333067,-736513.0,338167.55,1,10.79985256173966,6.572574517407485,-6.977391874180872,-0.02609153510320522,0
1962-04-04,5.6781,5.7283,5.6528,5.6528,781425,0,6.011735,-0.004455715820432804,0.14558855606776017,-1517938.0,369604.2,1,6.137117582012478,5.645656714584046,-7.39187418086501,-0.004465672108102313,0
