date,open,high,low,close,volume,openint,SMA_20,daily_return,volatility_20,OBV,Volume_SMA_20,Volume_Spike,Stoch_K,Stoch_D,ROC_10,log_return,target
2017-10-25,19.66,19.755,18.35,18.92,2415669,0,22.375004999999998,-0.04299443601416275,1.7358560001139425,19744299.0,8961478.15,0,7.8620689655172455,5.33206196781054,-20.033812341504643,-0.043946073558793194,1
2017-10-26,19.06,19.5,18.52,18.57,1706904,0,22.128505,-0.01849894291754761,1.9090908460297884,18037395.0,7093885.05,0,3.034482758620674,6.216572093699973,-21.413457469318654,-0.018672188259117838,1
2017-10-27,18.5,19.3002,18.5,18.79,1586219,0,21.743000000000002,0.01184706515885825,1.7518474458936795,19623614.0,4969213.5,0,6.068965517241348,5.655172413793089,-18.375325803649,0.011777438060759399,1
2017-10-30,18.7001,20.1495,18.7001,19.5,2116007,0,21.54,0.037786056412985713,1.7653954380340904,21739621.0,4276480.1,0,19.23076923076922,9.44473916887708,-12.122577737719698,0.03708965214432725,0
2017-10-31,19.89,20.84,19.6,20.38,1880449,0,21.5185,0.045128205128205146,1.7773317523452776,23620070.0,3688965.15,0,33.946488294314356,19.748741014108308,-7.741059302851971,0.04413956222487765,-1
2017-11-01,20.44,20.88,19.77,19.8,1164414,0,21.466,-0.028459273797840967,1.8132622535088516,22455656.0,3280638.1,0,24.786324786324784,25.98786077046945,-10.204081632653061,-0.02887209009408915,0
2017-11-02,20.53,20.53,19.59,19.75,523924,0,21.353,-0.002525252525252597,1.8476702257594275,21931732.0,2989875.3,0,28.865979381443278,29.199597487360805,-10.349523377212899,-0.0025284463533587487,1
2017-11-03,19.65,19.76,18.8,19.55,766784,0,21.1705,-0.010126582278480956,1.835857679955784,21164948.0,2675912.9,0,26.20087336244541,26.617725843404486,-10.608139003200733,-0.01017820491575604,1
2017-11-06,19.41,19.95,19.25,19.34,1416354,0,20.9105,-0.010741687979539671,1.6964714929275397,19748594.0,2360803.35,0,21.61572052401744,25.56085775596871,-5.056455571919494,-0.01079979640622654,0
2017-11-07,19.24,19.52,18.8,19.12,926724,0,20.72,-0.011375387797311176,1.671494761236814,18821870.0,2034920.1,0,16.812227074235807,21.542940320232884,-3.2878098128477418,-0.011440582401892944,0
2017-11-08,19.3,19.429,18.561,18.84,4367949,0,20.479000000000003,-0.014644351464435212,1.569666072433045,14453921.0,1981158.25,1,12.009803921568594,16.81258383994061,-0.42283298097252064,-0.014752638475038295,0
2017-11-09,24.75,29.44,23.86,29.18,33278363,0,20.756500000000003,0.5488322717622081,2.4176070705076187,47732284.0,3468282.8,1,97.65554553651937,42.15919217744125,57.135164243403324,0.4375012739464226,0
2017-11-10,30.91,36.65,30.5,33.25,34473762,0,21.268,0.13947909527073343,3.6762618313487385,82206046.0,5044342.6,1,81.4207650273224,63.69537149513678,76.95582756785524,0.1305712240072236,0
